model_a,model_b,auc_a,auc_b,difference,diff_ci_low,diff_ci_high,auc_a_ci_low,auc_a_ci_high,auc_b_ci_low,auc_b_ci_high,n_boot,n_learners,indistinguishable
QKC-T,simpleKT,0.8295929566323604,0.8203049681408496,0.009287988491510801,0.008796939252469637,0.009764243379799883,0.8273983415118353,0.8318290030524131,0.8179775482516434,0.8226065429086468,1000,3614,False
