model_a,model_b,auc_a,auc_b,difference,diff_ci_low,diff_ci_high,auc_a_ci_low,auc_a_ci_high,auc_b_ci_low,auc_b_ci_high,n_boot,n_learners,indistinguishable
DH2-KT v4q clean,SimpleKT clean,0.8182425061828664,0.8177598294559065,0.0004826767269598964,9.181632978999267e-05,0.0009205944567271804,0.8162151787801355,0.8206666871588346,0.8156957456232191,0.8200410258743619,500,3614,False
