dataset,fold,reference_model,p0_auc,dh2_kt_auc,delta_auc,budget_reference,batch_size,epochs,comparison_type,budget_note,n_predictions,val_auc
foundational_assist,0,none,,0.6301170000767273,,local_default,8,1,observational,"tuned budget (batch=8, epochs=1); P0 local_default used batch=4, epochs=10",10446,0.5666014509694208
foundational_assist,mean,none,,0.6301170000767273,,local_default,8,1,observational,"tuned budget (batch=8, epochs=1); P0 local_default used batch=4, epochs=10",10446,0.5666014509694208
