model_a,model_b,auc_a,auc_b,difference,diff_ci_low,diff_ci_high,auc_a_ci_low,auc_a_ci_high,auc_b_ci_low,auc_b_ci_high,n_boot,n_learners,indistinguishable
QKC-T,AKT,0.8295929566323604,0.8223074585980827,0.007285498034277693,0.006830351616498554,0.007733080466321721,0.8273983415118353,0.8318290030524131,0.820139089017326,0.8246586483647103,1000,3614,False
