dataset,fold,reference_model,p0_auc,dh2_kt_auc,delta_auc,budget_reference,batch_size,epochs,comparison_type,budget_note,n_predictions,val_auc
junyi,0,none,,0.7741,,gkt,16,30,observational,"tuned budget (batch=16, epochs=30); clean protocol; table write recovered after missing P0 gkt row",504257,0.7640
junyi,mean,none,,0.7741,,gkt,16,30,observational,"tuned budget (batch=16, epochs=30); clean protocol; table write recovered after missing P0 gkt row",504257,0.7640
