checkpoint,eval_split,window_mode,architecture,use_questions,n_hyperedges,p0_protocol_auc,p0_protocol_n,clean_protocol_auc,clean_protocol_n,auc_attributable_to_repeats
p0_dt_on,test,chunked,v4,True,0,0.839212277760905,1276526,0.8297811697633201,1092664,0.009431107997584953
