seed,off_val,off_test,on_val,on_test,delta_val,gate,status
42,0.7643490294177409,0.7610817458552406,0.7657649478344137,0.7617813288488091,0.0014159184166728789,FAIL,ok
17,0.7648803504092585,0.7619531264980344,0.7650093573101044,0.7617503358115698,0.00012900690084594046,FAIL,ok
1234,0.7647238382392587,0.7617450082311468,0.7647762490308199,0.7616480625001658,5.241079156115269e-05,FAIL,ok
0,0.7649537443006855,0.7619699391230046,0.7650728125934134,0.7626458829929085,0.00011906829272789743,FAIL,ok
2024,0.7648324798031818,0.7623431638130932,0.7643434800390148,0.7623429450546527,-0.0004889997641670529,FAIL,ok
