user_id_dh2,item_id,kc_id_dh2,label_dh2,join_key,user_id_pykt,kc_id_pykt,label_pykt,prob,_merge
1.0639938882829321e+18,7.791086016065881e+18,636.0,1.0,1063993888282932119|636|10,1.0639938882829321e+18,636.0,0.0,0.32996872067451477,both
1.0639938882829321e+18,7.526593774467167e+18,636.0,0.0,1063993888282932119|636|6,1.0639938882829321e+18,636.0,1.0,0.5952494144439697,both
3.0502401953380204e+18,1.8238053837410186e+17,402.0,1.0,3050240195338020146|402|2,3.0502401953380204e+18,402.0,0.0,0.6339026689529419,both
4.725993607927676e+18,3.458652277827527e+18,233.0,0.0,4725993607927675977|233|6,4.725993607927676e+18,233.0,1.0,0.9947492480278015,both
4.725993607927676e+18,9.181927448682982e+18,233.0,1.0,4725993607927675977|233|8,4.725993607927676e+18,233.0,0.0,0.007546259090304375,both
4.725993607927676e+18,8.920344135952642e+18,640.0,0.0,4725993607927675977|640|1,4.725993607927676e+18,640.0,1.0,0.8947972655296326,both
5.534219198950305e+18,2.7029074749350067e+18,859.0,0.0,5534219198950304443|859|1,5.534219198950305e+18,859.0,1.0,0.9562996625900269,both
6.329260701555521e+18,1.0081076866156731e+17,438.0,1.0,6329260701555520057|438|1,6.329260701555521e+18,438.0,0.0,0.9495826363563538,both
