model_a,model_b,auc_a,auc_b,difference,diff_ci_low,diff_ci_high,auc_a_ci_low,auc_a_ci_high,auc_b_ci_low,auc_b_ci_high,n_boot,n_learners,indistinguishable
QKC-T,simpleKT,0.8295929566323604,0.8199340486667105,0.009658907965649943,0.009160965120365249,0.010127814851789404,0.8273983415118353,0.8318290030524131,0.8176562649867324,0.8221922797865368,1000,3614,False
