user_id_dh2,item_id,kc_id_dh2,label_dh2,join_key,user_id_pykt,kc_id_pykt,label_pykt,prob,_merge
,,,,3050240195338020146|773|1,3.0502401953380204e+18,773.0,1.0,0.6067806482315063,right_only
,,,,4725993607927675977|233|9,4.725993607927676e+18,233.0,1.0,0.9875445365905762,right_only
