dataset,fold,reference_model,p0_auc,dh2_kt_auc,delta_auc,budget_reference,batch_size,epochs,comparison_type,budget_note,n_predictions,val_auc
foundational_assist,0,none,,0.8178061890253062,,local_default,16,30,observational,"tuned budget (batch=16, epochs=30); P0 local_default used batch=4, epochs=10; clean protocol (repeat-row targets masked): AUC is NOT comparable to the P0 baselines",510233,0.8233177633562837
foundational_assist,mean,none,,0.8178061890253062,,local_default,16,30,observational,"tuned budget (batch=16, epochs=30); P0 local_default used batch=4, epochs=10; clean protocol (repeat-row targets masked): AUC is NOT comparable to the P0 baselines",510233,0.8233177633562837
