model_a,model_b,auc_a,auc_b,difference,diff_ci_low,diff_ci_high,auc_a_ci_low,auc_a_ci_high,auc_b_ci_low,auc_b_ci_high,n_boot,n_learners,indistinguishable
QKC-T,GIKT,0.8295929566323604,0.8256825208248773,0.003910435807483181,0.003548093672892355,0.004266667951077563,0.8273983415118353,0.8318290030524131,0.8234870561687861,0.8279663989409254,1000,3614,False
